Day: 1.Jan.1650, FoolMoon: false, citizens: 49, action: Alissa Kuphal (Werewolf) go out from village
Day: 27.Feb.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 28.Feb.1652, FoolMoon: false, citizens: 16, action: Clarence Nikolaus (Vampire) drink tea with Sterling Bauch (Vampire)
Day: 29.Feb.1652, FoolMoon: false, citizens: 17, action: Jamel Tillman (Witch) come to village
Day: 1.Mar.1652, FoolMoon: false, citizens: 16, action: Clarence Nikolaus (Vampire) go out from village
Day: 2.Mar.1652, FoolMoon: false, citizens: 15, action: Jillian Kilback (Peasant) go out from village
Day: 3.Mar.1652, FoolMoon: false, citizens: 14, action: Jamel Tillman (Witch) go out from village
Day: 4.Mar.1652, FoolMoon: false, citizens: 14, action: Carita Mills (Werewolf) drink tea with Lino Kertzmann (Witch)
Day: 5.Mar.1652, FoolMoon: false, citizens: 15, action: Josefine Roberts (Vampire) come to village
Day: 6.Mar.1652, FoolMoon: false, citizens: 15, action: Sleeping....
Day: 7.Mar.1652, FoolMoon: false, citizens: 15, action: Sleeping....
Day: 8.Mar.1652, FoolMoon: false, citizens: 15, action: Sterling Bauch (Vampire) drink tea with Shantell Murray (Werewolf)
Day: 9.Mar.1652, FoolMoon: false, citizens: 15, action: Shantell Murray (Werewolf) drink tea with Shantell Murray (Werewolf)
Day: 10.Mar.1652, FoolMoon: false, citizens: 14, action: Cesar Hammes (Werewolf) go out from village
Day: 11.Mar.1652, FoolMoon: false, citizens: 15, action: Brent Schowalter (Peasant) come to village
Day: 12.Mar.1652, FoolMoon: false, citizens: 16, action: Jude Mann (Peasant) come to village
Day: 13.Mar.1652, FoolMoon: false, citizens: 15, action: Sterling Bauch (Vampire) go out from village
Day: 14.Mar.1652, FoolMoon: false, citizens: 15, action: Carita Mills (Werewolf) drink tea with Gregoria Bartell (Werewolf)
Day: 15.Mar.1652, FoolMoon: false, citizens: 16, action: Harry Blanda (Peasant) come to village
Day: 16.Mar.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 17.Mar.1652, FoolMoon: false, citizens: 16, action: Shayna Abbott (Peasant) drink tea with Brad Roob (Peasant)
Day: 18.Mar.1652, FoolMoon: false, citizens: 16, action: Jude Mann (Peasant) drink tea with Gregoria Bartell (Werewolf)
Day: 19.Mar.1652, FoolMoon: false, citizens: 16, action: Jude Mann (Peasant) drink tea with Annamae Ratke (Vampire)
Day: 20.Mar.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 21.Mar.1652, FoolMoon: false, citizens: 17, action: Claretta Leuschke (Werewolf) come to village
Day: 22.Mar.1652, FoolMoon: false, citizens: 16, action: Alfred Sanford (Witch) go out from village
Day: 23.Mar.1652, FoolMoon: true, citizens: 17, action: Emilio Vandervort (Peasant) come to village
Day: 24.Mar.1652, FoolMoon: false, citizens: 17, action: Gregorio Jaskolski (Werewolf) drink tea with Carita Mills (Werewolf)
Day: 25.Mar.1652, FoolMoon: false, citizens: 16, action: Emilio Vandervort (Peasant) go out from village
Day: 26.Mar.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 27.Mar.1652, FoolMoon: false, citizens: 16, action: Claretta Leuschke (Werewolf) drink tea with Isadora Blick (Peasant)
Day: 28.Mar.1652, FoolMoon: false, citizens: 15, action: Lino Kertzmann (Witch) go out from village
Day: 29.Mar.1652, FoolMoon: false, citizens: 15, action: Sleeping....
Day: 30.Mar.1652, FoolMoon: false, citizens: 15, action: Sleeping....
Day: 31.Mar.1652, FoolMoon: false, citizens: 15, action: Harry Blanda (Peasant) drink tea with Annamae Ratke (Vampire)
Day: 1.Apr.1652, FoolMoon: false, citizens: 16, action: Lanelle Kutch (Vampire) come to village
Day: 2.Apr.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 3.Apr.1652, FoolMoon: false, citizens: 16, action: Levi Brown (Werewolf) drink tea with Josefine Roberts (Vampire)
Day: 4.Apr.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 5.Apr.1652, FoolMoon: false, citizens: 15, action: Jude Mann (Peasant) go out from village
Day: 6.Apr.1652, FoolMoon: false, citizens: 16, action: Kenton Beer (Vampire) come to village
Day: 7.Apr.1652, FoolMoon: false, citizens: 17, action: Caprice Davis (Witch) come to village
Day: 8.Apr.1652, FoolMoon: false, citizens: 17, action: Annamae Ratke (Vampire) drink tea with Beau Koepp (Vampire)
Day: 9.Apr.1652, FoolMoon: false, citizens: 17, action: Annamae Ratke (Vampire) drink tea with Josefine Roberts (Vampire)
Day: 10.Apr.1652, FoolMoon: false, citizens: 16, action: Carita Mills (Werewolf) go out from village
Day: 11.Apr.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 12.Apr.1652, FoolMoon: false, citizens: 16, action: Josefine Roberts (Vampire) drink tea with Brad Roob (Peasant)
Day: 13.Apr.1652, FoolMoon: false, citizens: 15, action: Harry Blanda (Peasant) go out from village
Day: 14.Apr.1652, FoolMoon: false, citizens: 14, action: Gregoria Bartell (Werewolf) go out from village
Day: 15.Apr.1652, FoolMoon: false, citizens: 15, action: Aundrea Stanton (Werewolf) come to village
Day: 16.Apr.1652, FoolMoon: false, citizens: 15, action: Sleeping....
Day: 17.Apr.1652, FoolMoon: false, citizens: 15, action: Sleeping....
Day: 18.Apr.1652, FoolMoon: false, citizens: 14, action: Isadora Blick (Peasant) go out from village
Day: 19.Apr.1652, FoolMoon: false, citizens: 13, action: Levi Brown (Werewolf) go out from village
Day: 20.Apr.1652, FoolMoon: true, citizens: 13, action: Sleeping....
Day: 21.Apr.1652, FoolMoon: false, citizens: 14, action: Twanda Fisher (Werewolf) come to village
Day: 22.Apr.1652, FoolMoon: false, citizens: 14, action: Kenton Beer (Vampire) drink tea with Twanda Fisher (Werewolf)
Day: 23.Apr.1652, FoolMoon: false, citizens: 15, action: Rebeca Rice (Werewolf) come to village
Day: 24.Apr.1652, FoolMoon: false, citizens: 15, action: MurderException Caprice Davis (Witch) turned into a vampire by Josefine Roberts (Vampire)
Day: 25.Apr.1652, FoolMoon: false, citizens: 15, action: Sleeping....
Day: 26.Apr.1652, FoolMoon: false, citizens: 15, action: Annamae Ratke (Vampire) drink tea with Shayna Abbott (Peasant)
Day: 27.Apr.1652, FoolMoon: false, citizens: 15, action: Aundrea Stanton (Werewolf) drink tea with Kenton Beer (Vampire)
Day: 28.Apr.1652, FoolMoon: false, citizens: 16, action: Loreen Rutherford (Witch) come to village
Day: 29.Apr.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 30.Apr.1652, FoolMoon: false, citizens: 16, action: Lanelle Kutch (Vampire) drink tea with Shantell Murray (Werewolf)
Day: 1.May.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 2.May.1652, FoolMoon: false, citizens: 15, action: Lanelle Kutch (Vampire) go out from village
Day: 3.May.1652, FoolMoon: false, citizens: 16, action: Starla Harber (Witch) come to village
Day: 4.May.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 5.May.1652, FoolMoon: false, citizens: 16, action: MurderException Loreen Rutherford (Witch) turned into a vampire by Annamae Ratke (Vampire)
Day: 6.May.1652, FoolMoon: false, citizens: 17, action: Kasey Bartell (Witch) come to village
Day: 7.May.1652, FoolMoon: false, citizens: 16, action: Caprice Davis (Vampire) go out from village
Day: 8.May.1652, FoolMoon: false, citizens: 17, action: Bari Rippin (Witch) come to village
Day: 9.May.1652, FoolMoon: false, citizens: 16, action: Kasey Bartell (Witch) go out from village
Day: 10.May.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 11.May.1652, FoolMoon: false, citizens: 17, action: Ben Okuneva (Werewolf) come to village
Day: 12.May.1652, FoolMoon: false, citizens: 17, action: Gregorio Jaskolski (Werewolf) drink tea with Brad Roob (Peasant)
Day: 13.May.1652, FoolMoon: false, citizens: 16, action: Ben Okuneva (Werewolf) go out from village
Day: 14.May.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 15.May.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 16.May.1652, FoolMoon: false, citizens: 16, action: Josefine Roberts (Vampire) drink tea with Annamae Ratke (Vampire)
Day: 17.May.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 18.May.1652, FoolMoon: true, citizens: 16, action: Sleeping....
Day: 19.May.1652, FoolMoon: false, citizens: 16, action: Claretta Leuschke (Werewolf) drink tea with Josefine Roberts (Vampire)
Day: 20.May.1652, FoolMoon: false, citizens: 17, action: Iliana Stehr (Peasant) come to village
Day: 21.May.1652, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 22.May.1652, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 23.May.1652, FoolMoon: false, citizens: 18, action: Alline Rowe (Peasant) come to village
Day: 24.May.1652, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 25.May.1652, FoolMoon: false, citizens: 18, action: Twanda Fisher (Werewolf) drink tea with Shayna Abbott (Peasant)
Day: 26.May.1652, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 27.May.1652, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 28.May.1652, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 29.May.1652, FoolMoon: false, citizens: 18, action: Aundrea Stanton (Werewolf) drink tea with Alline Rowe (Peasant)
Day: 30.May.1652, FoolMoon: false, citizens: 19, action: Kareem Kemmer (Witch) come to village
Day: 31.May.1652, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 1.Jun.1652, FoolMoon: false, citizens: 18, action: Kenton Beer (Vampire) go out from village
Day: 2.Jun.1652, FoolMoon: false, citizens: 19, action: Zane Mohr (Witch) come to village
Day: 3.Jun.1652, FoolMoon: false, citizens: 18, action: Alline Rowe (Peasant) go out from village
Day: 4.Jun.1652, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 5.Jun.1652, FoolMoon: false, citizens: 18, action: Twanda Fisher (Werewolf) drink tea with Zane Mohr (Witch)
Day: 6.Jun.1652, FoolMoon: false, citizens: 18, action: Beau Koepp (Vampire) drink tea with Beau Koepp (Vampire)
Day: 7.Jun.1652, FoolMoon: false, citizens: 18, action: Brent Schowalter (Peasant) drink tea with Josefine Roberts (Vampire)
Day: 8.Jun.1652, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 9.Jun.1652, FoolMoon: false, citizens: 19, action: Richie Willms (Witch) come to village
Day: 10.Jun.1652, FoolMoon: false, citizens: 18, action: Shayna Abbott (Peasant) go out from village
Day: 11.Jun.1652, FoolMoon: false, citizens: 19, action: Lionel Ruecker (Vampire) come to village
Day: 12.Jun.1652, FoolMoon: false, citizens: 19, action: Twanda Fisher (Werewolf) drink tea with Loreen Rutherford (Vampire)
Day: 13.Jun.1652, FoolMoon: false, citizens: 19, action: Claretta Leuschke (Werewolf) drink tea with Zane Mohr (Witch)
Day: 14.Jun.1652, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 15.Jun.1652, FoolMoon: true, citizens: 20, action: Natacha Turcotte (Witch) come to village
Day: 16.Jun.1652, FoolMoon: false, citizens: 20, action: Kareem Kemmer (Witch) drink tea with Starla Harber (Witch)
Day: 17.Jun.1652, FoolMoon: false, citizens: 20, action: Claretta Leuschke (Werewolf) drink tea with Rebeca Rice (Werewolf)
Day: 18.Jun.1652, FoolMoon: false, citizens: 20, action: Zane Mohr (Witch) drink tea with Brent Schowalter (Peasant)
Day: 19.Jun.1652, FoolMoon: false, citizens: 20, action: Twanda Fisher (Werewolf) drink tea with Lionel Ruecker (Vampire)
Day: 20.Jun.1652, FoolMoon: false, citizens: 21, action: Eleanor Abbott (Witch) come to village
Day: 21.Jun.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 22.Jun.1652, FoolMoon: false, citizens: 22, action: Charissa Schneider (Werewolf) come to village
Day: 23.Jun.1652, FoolMoon: false, citizens: 22, action: Aundrea Stanton (Werewolf) drink tea with Charissa Schneider (Werewolf)
Day: 24.Jun.1652, FoolMoon: false, citizens: 21, action: Natacha Turcotte (Witch) go out from village
Day: 25.Jun.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 26.Jun.1652, FoolMoon: false, citizens: 20, action: MurderException Brent Schowalter (Peasant) has been killed by Loreen Rutherford (Vampire)
Day: 27.Jun.1652, FoolMoon: false, citizens: 19, action: Bari Rippin (Witch) go out from village
Day: 28.Jun.1652, FoolMoon: false, citizens: 18, action: Starla Harber (Witch) go out from village
Day: 29.Jun.1652, FoolMoon: false, citizens: 17, action: Josefine Roberts (Vampire) go out from village
Day: 30.Jun.1652, FoolMoon: false, citizens: 16, action: Zane Mohr (Witch) go out from village
Day: 1.Jul.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 2.Jul.1652, FoolMoon: false, citizens: 16, action: Sleeping....
Day: 3.Jul.1652, FoolMoon: false, citizens: 17, action: Lady Glover (Witch) come to village
Day: 4.Jul.1652, FoolMoon: false, citizens: 17, action: Shantell Murray (Werewolf) drink tea with Annamae Ratke (Vampire)
Day: 5.Jul.1652, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 6.Jul.1652, FoolMoon: false, citizens: 18, action: Pearl Shields (Vampire) come to village
Day: 7.Jul.1652, FoolMoon: false, citizens: 19, action: Golden Romaguera (Witch) come to village
Day: 8.Jul.1652, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 9.Jul.1652, FoolMoon: false, citizens: 19, action: Gregorio Jaskolski (Werewolf) drink tea with Rebeca Rice (Werewolf)
Day: 10.Jul.1652, FoolMoon: false, citizens: 19, action: Gregorio Jaskolski (Werewolf) drink tea with Golden Romaguera (Witch)
Day: 11.Jul.1652, FoolMoon: false, citizens: 18, action: Twanda Fisher (Werewolf) go out from village
Day: 12.Jul.1652, FoolMoon: false, citizens: 18, action: Rebeca Rice (Werewolf) drink tea with Brad Roob (Peasant)
Day: 13.Jul.1652, FoolMoon: true, citizens: 19, action: Jed Kemmer (Werewolf) come to village
Day: 14.Jul.1652, FoolMoon: false, citizens: 18, action: Richie Willms (Witch) go out from village
Day: 15.Jul.1652, FoolMoon: false, citizens: 18, action: MurderException Golden Romaguera (Witch) turned into a vampire by Annamae Ratke (Vampire)
Day: 16.Jul.1652, FoolMoon: false, citizens: 17, action: Iliana Stehr (Peasant) go out from village
Day: 17.Jul.1652, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 18.Jul.1652, FoolMoon: false, citizens: 18, action: Rosaria Abbott (Vampire) come to village
Day: 19.Jul.1652, FoolMoon: false, citizens: 18, action: MurderException Lady Glover (Witch) turned into a vampire by Annamae Ratke (Vampire)
Day: 20.Jul.1652, FoolMoon: false, citizens: 18, action: Golden Romaguera (Vampire) drink tea with Jed Kemmer (Werewolf)
Day: 21.Jul.1652, FoolMoon: false, citizens: 18, action: Brent Schowalter (Peasant) drink tea with Shantell Murray (Werewolf)
Day: 22.Jul.1652, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 23.Jul.1652, FoolMoon: false, citizens: 18, action: Jed Kemmer (Werewolf) drink tea with Aundrea Stanton (Werewolf)
Day: 24.Jul.1652, FoolMoon: false, citizens: 19, action: Eddie Carter (Witch) come to village
Day: 25.Jul.1652, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 26.Jul.1652, FoolMoon: false, citizens: 19, action: Sleeping....
Day: 27.Jul.1652, FoolMoon: false, citizens: 18, action: Brent Schowalter (Peasant) go out from village
Day: 28.Jul.1652, FoolMoon: false, citizens: 18, action: Rebeca Rice (Werewolf) drink tea with Pearl Shields (Vampire)
Day: 29.Jul.1652, FoolMoon: false, citizens: 18, action: Gregorio Jaskolski (Werewolf) drink tea with Eleanor Abbott (Witch)
Day: 30.Jul.1652, FoolMoon: false, citizens: 18, action: MurderException Eleanor Abbott (Witch) turned into a vampire by Golden Romaguera (Vampire)
Day: 31.Jul.1652, FoolMoon: false, citizens: 18, action: Golden Romaguera (Vampire) drink tea with Golden Romaguera (Vampire)
Day: 1.Aug.1652, FoolMoon: false, citizens: 17, action: Rebeca Rice (Werewolf) go out from village
Day: 2.Aug.1652, FoolMoon: false, citizens: 18, action: Ok Gerhold (Vampire) come to village
Day: 3.Aug.1652, FoolMoon: false, citizens: 17, action: Annamae Ratke (Vampire) go out from village
Day: 4.Aug.1652, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 5.Aug.1652, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 6.Aug.1652, FoolMoon: false, citizens: 17, action: Eleanor Abbott (Vampire) drink tea with Lionel Ruecker (Vampire)
Day: 7.Aug.1652, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 8.Aug.1652, FoolMoon: false, citizens: 18, action: Hertha Feil (Peasant) come to village
Day: 9.Aug.1652, FoolMoon: false, citizens: 18, action: Sleeping....
Day: 10.Aug.1652, FoolMoon: true, citizens: 17, action: Gregorio Jaskolski (Werewolf) go out from village
Day: 11.Aug.1652, FoolMoon: false, citizens: 17, action: Sleeping....
Day: 12.Aug.1652, FoolMoon: false, citizens: 17, action: Brad Roob (Peasant) drink tea with Brad Roob (Peasant)
Day: 13.Aug.1652, FoolMoon: false, citizens: 17, action: MurderException Kareem Kemmer (Witch) turned into a vampire by Beau Koepp (Vampire)
Day: 14.Aug.1652, FoolMoon: false, citizens: 16, action: Shantell Murray (Werewolf) go out from village
Day: 15.Aug.1652, FoolMoon: false, citizens: 17, action: Edison Weber (Vampire) come to village
Day: 16.Aug.1652, FoolMoon: false, citizens: 17, action: Golden Romaguera (Vampire) drink tea with Beau Koepp (Vampire)
Day: 17.Aug.1652, FoolMoon: false, citizens: 18, action: Zoe Mills (Witch) come to village
Day: 18.Aug.1652, FoolMoon: false, citizens: 19, action: Hubert Weber (Witch) come to village
Day: 19.Aug.1652, FoolMoon: false, citizens: 20, action: Shaneka Krajcik (Peasant) come to village
Day: 20.Aug.1652, FoolMoon: false, citizens: 21, action: Jacquline Quigley (Werewolf) come to village
Day: 21.Aug.1652, FoolMoon: false, citizens: 21, action: Zoe Mills (Witch) drink tea with Jacquline Quigley (Werewolf)
Day: 22.Aug.1652, FoolMoon: false, citizens: 22, action: Thurman Leannon (Peasant) come to village
Day: 23.Aug.1652, FoolMoon: false, citizens: 22, action: MurderException Hubert Weber (Witch) turned into a vampire by Eleanor Abbott (Vampire)
Day: 24.Aug.1652, FoolMoon: false, citizens: 22, action: Claretta Leuschke (Werewolf) drink tea with Eddie Carter (Witch)
Day: 25.Aug.1652, FoolMoon: false, citizens: 22, action: Claretta Leuschke (Werewolf) drink tea with Thurman Leannon (Peasant)
Day: 26.Aug.1652, FoolMoon: false, citizens: 21, action: Eleanor Abbott (Vampire) go out from village
Day: 27.Aug.1652, FoolMoon: false, citizens: 21, action: Brad Roob (Peasant) drink tea with Golden Romaguera (Vampire)
Day: 28.Aug.1652, FoolMoon: false, citizens: 20, action: Hubert Weber (Vampire) go out from village
Day: 29.Aug.1652, FoolMoon: false, citizens: 21, action: Bradley Lubowitz (Peasant) come to village
Day: 30.Aug.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 31.Aug.1652, FoolMoon: false, citizens: 22, action: Cordell Volkman (Vampire) come to village
Day: 1.Sep.1652, FoolMoon: false, citizens: 22, action: Hertha Feil (Peasant) drink tea with Edison Weber (Vampire)
Day: 2.Sep.1652, FoolMoon: false, citizens: 21, action: Thurman Leannon (Peasant) go out from village
Day: 3.Sep.1652, FoolMoon: false, citizens: 22, action: Cherrie Hamill (Vampire) come to village
Day: 4.Sep.1652, FoolMoon: false, citizens: 21, action: Shaneka Krajcik (Peasant) go out from village
Day: 5.Sep.1652, FoolMoon: false, citizens: 21, action: Pearl Shields (Vampire) drink tea with Rosaria Abbott (Vampire)
Day: 6.Sep.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 7.Sep.1652, FoolMoon: true, citizens: 22, action: Dolores Hackett (Witch) come to village
Day: 8.Sep.1652, FoolMoon: false, citizens: 22, action: Cherrie Hamill (Vampire) drink tea with Ok Gerhold (Vampire)
Day: 9.Sep.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 10.Sep.1652, FoolMoon: false, citizens: 23, action: Stacy Johns (Vampire) come to village
Day: 11.Sep.1652, FoolMoon: false, citizens: 22, action: Zoe Mills (Witch) go out from village
Day: 12.Sep.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 13.Sep.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 14.Sep.1652, FoolMoon: false, citizens: 23, action: Jerald Lang (Werewolf) come to village
Day: 15.Sep.1652, FoolMoon: false, citizens: 23, action: Lionel Ruecker (Vampire) drink tea with Claretta Leuschke (Werewolf)
Day: 16.Sep.1652, FoolMoon: false, citizens: 22, action: Jed Kemmer (Werewolf) go out from village
Day: 17.Sep.1652, FoolMoon: false, citizens: 21, action: Jacquline Quigley (Werewolf) go out from village
Day: 18.Sep.1652, FoolMoon: false, citizens: 21, action: Rosaria Abbott (Vampire) drink tea with Brad Roob (Peasant)
Day: 19.Sep.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 20.Sep.1652, FoolMoon: false, citizens: 21, action: Cordell Volkman (Vampire) drink tea with Pearl Shields (Vampire)
Day: 21.Sep.1652, FoolMoon: false, citizens: 22, action: Nella Zieme (Vampire) come to village
Day: 22.Sep.1652, FoolMoon: false, citizens: 21, action: Beau Koepp (Vampire) go out from village
Day: 23.Sep.1652, FoolMoon: false, citizens: 22, action: Hyacinth Dooley (Witch) come to village
Day: 24.Sep.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 25.Sep.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 26.Sep.1652, FoolMoon: false, citizens: 23, action: Dwight Mante (Werewolf) come to village
Day: 27.Sep.1652, FoolMoon: false, citizens: 22, action: Rosaria Abbott (Vampire) go out from village
Day: 28.Sep.1652, FoolMoon: false, citizens: 22, action: MurderException Dolores Hackett (Witch) turned into a vampire by Cherrie Hamill (Vampire)
Day: 29.Sep.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 30.Sep.1652, FoolMoon: false, citizens: 23, action: Roxie Farrell (Werewolf) come to village
Day: 1.Oct.1652, FoolMoon: false, citizens: 24, action: Benjamin Kshlerin (Werewolf) come to village
Day: 2.Oct.1652, FoolMoon: false, citizens: 25, action: Marcelo Raynor (Witch) come to village
Day: 3.Oct.1652, FoolMoon: false, citizens: 25, action: Sleeping....
Day: 4.Oct.1652, FoolMoon: false, citizens: 24, action: Roxie Farrell (Werewolf) go out from village
Day: 5.Oct.1652, FoolMoon: true, citizens: 24, action: Sleeping....
Day: 6.Oct.1652, FoolMoon: false, citizens: 23, action: Dwight Mante (Werewolf) go out from village
Day: 7.Oct.1652, FoolMoon: false, citizens: 24, action: Chauncey Wintheiser (Witch) come to village
Day: 8.Oct.1652, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 9.Oct.1652, FoolMoon: false, citizens: 23, action: Benjamin Kshlerin (Werewolf) go out from village
Day: 10.Oct.1652, FoolMoon: false, citizens: 22, action: Claretta Leuschke (Werewolf) go out from village
Day: 11.Oct.1652, FoolMoon: false, citizens: 23, action: Louis Spinka (Vampire) come to village
Day: 12.Oct.1652, FoolMoon: false, citizens: 23, action: Golden Romaguera (Vampire) drink tea with Stacy Johns (Vampire)
Day: 13.Oct.1652, FoolMoon: false, citizens: 23, action: Edison Weber (Vampire) drink tea with Edison Weber (Vampire)
Day: 14.Oct.1652, FoolMoon: false, citizens: 24, action: Erasmo Boehm (Witch) come to village
Day: 15.Oct.1652, FoolMoon: false, citizens: 23, action: Cherrie Hamill (Vampire) go out from village
Day: 16.Oct.1652, FoolMoon: false, citizens: 22, action: Charissa Schneider (Werewolf) go out from village
Day: 17.Oct.1652, FoolMoon: false, citizens: 23, action: Sydney Dooley (Witch) come to village
Day: 18.Oct.1652, FoolMoon: false, citizens: 22, action: Bradley Lubowitz (Peasant) go out from village
Day: 19.Oct.1652, FoolMoon: false, citizens: 21, action: Eddie Carter (Witch) go out from village
Day: 20.Oct.1652, FoolMoon: false, citizens: 21, action: Edison Weber (Vampire) drink tea with Hertha Feil (Peasant)
Day: 21.Oct.1652, FoolMoon: false, citizens: 21, action: Lady Glover (Vampire) drink tea with Brad Roob (Peasant)
Day: 22.Oct.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 23.Oct.1652, FoolMoon: false, citizens: 20, action: Erasmo Boehm (Witch) go out from village
Day: 24.Oct.1652, FoolMoon: false, citizens: 20, action: MurderException Chauncey Wintheiser (Witch) turned into a vampire by Kareem Kemmer (Vampire)
Day: 25.Oct.1652, FoolMoon: false, citizens: 21, action: Nicholas Weissnat (Vampire) come to village
Day: 26.Oct.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 27.Oct.1652, FoolMoon: false, citizens: 21, action: Cordell Volkman (Vampire) drink tea with Cordell Volkman (Vampire)
Day: 28.Oct.1652, FoolMoon: false, citizens: 22, action: Alessandra Ritchie (Werewolf) come to village
Day: 29.Oct.1652, FoolMoon: false, citizens: 22, action: Louis Spinka (Vampire) drink tea with Nella Zieme (Vampire)
Day: 30.Oct.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 31.Oct.1652, FoolMoon: false, citizens: 21, action: MurderException Stacy Johns (Vampire) has been killed byHyacinth Dooley (Witch)
Day: 1.Nov.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 2.Nov.1652, FoolMoon: true, citizens: 20, action: Lionel Ruecker (Vampire) go out from village
Day: 3.Nov.1652, FoolMoon: false, citizens: 20, action: Nicholas Weissnat (Vampire) drink tea with Alessandra Ritchie (Werewolf)
Day: 4.Nov.1652, FoolMoon: false, citizens: 21, action: Renata Waters (Vampire) come to village
Day: 5.Nov.1652, FoolMoon: false, citizens: 21, action: Sleeping....
Day: 6.Nov.1652, FoolMoon: false, citizens: 22, action: Ute Breitenberg (Witch) come to village
Day: 7.Nov.1652, FoolMoon: false, citizens: 23, action: Hipolito Veum (Werewolf) come to village
Day: 8.Nov.1652, FoolMoon: false, citizens: 23, action: Sleeping....
Day: 9.Nov.1652, FoolMoon: false, citizens: 24, action: Titus Upton (Vampire) come to village
Day: 10.Nov.1652, FoolMoon: false, citizens: 23, action: Alessandra Ritchie (Werewolf) go out from village
Day: 11.Nov.1652, FoolMoon: false, citizens: 24, action: Lorinda Trantow (Peasant) come to village
Day: 12.Nov.1652, FoolMoon: false, citizens: 24, action: Hyacinth Dooley (Witch) drink tea with Ute Breitenberg (Witch)
Day: 13.Nov.1652, FoolMoon: false, citizens: 24, action: Chauncey Wintheiser (Vampire) drink tea with Hertha Feil (Peasant)
Day: 14.Nov.1652, FoolMoon: false, citizens: 23, action: Hyacinth Dooley (Witch) go out from village
Day: 15.Nov.1652, FoolMoon: false, citizens: 22, action: Aundrea Stanton (Werewolf) go out from village
Day: 16.Nov.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 17.Nov.1652, FoolMoon: false, citizens: 22, action: Sleeping....
Day: 18.Nov.1652, FoolMoon: false, citizens: 22, action: Edison Weber (Vampire) drink tea with Nicholas Weissnat (Vampire)
Day: 19.Nov.1652, FoolMoon: false, citizens: 23, action: Chadwick Wisoky (Werewolf) come to village
Day: 20.Nov.1652, FoolMoon: false, citizens: 24, action: Hortense VonRueden (Witch) come to village
Day: 21.Nov.1652, FoolMoon: false, citizens: 24, action: Sleeping....
Day: 22.Nov.1652, FoolMoon: false, citizens: 25, action: Stevie Raynor (Werewolf) come to village
Day: 23.Nov.1652, FoolMoon: false, citizens: 25, action: Cordell Volkman (Vampire) drink tea with Golden Romaguera (Vampire)
Day: 24.Nov.1652, FoolMoon: false, citizens: 26, action: Carrol Franecki (Peasant) come to village
